,frameID,inference_time,timestamp,inference_time_compression,timestamp_start
0,3002,317.7963562011719,18:22:31.584807,296.8591613769531,18:22:31.266896
1,3003,102.08573150634766,18:22:31.690960,93.36339569091797,18:22:31.588817
2,3004,97.0719985961914,18:22:31.791439,88.4381103515625,18:22:31.694300
3,3005,116.0513916015625,18:22:31.910934,99.02793884277344,18:22:31.794827
4,3006,95.49152374267578,18:22:32.009760,86.93929290771484,18:22:31.914212
5,3007,100.74931335449219,18:22:32.113769,92.34918212890625,18:22:32.012949
6,3008,94.66537475585938,18:22:32.212128,86.17609405517578,18:22:32.117405
7,3009,100.2853775024414,18:22:32.334096,91.72844696044922,18:22:32.233734
8,3010,96.47420501708984,18:22:32.484027,87.9728012084961,18:22:32.387480
9,3011,107.43395233154297,18:22:32.634378,97.6365737915039,18:22:32.526849
10,3012,122.41661071777344,18:22:32.790360,108.1455078125,18:22:32.667840
11,3013,100.24211120605469,18:22:32.900161,91.69792175292969,18:22:32.799858
12,3014,102.61475372314453,18:22:33.035890,94.10323333740234,18:22:32.933199
13,3015,98.48473358154297,18:22:33.162914,90.17542266845703,18:22:33.064351
14,3016,105.4783706665039,18:22:33.302328,97.13922882080078,18:22:33.196773
15,3017,99.41193389892578,18:22:33.438632,90.80671691894531,18:22:33.339137
16,3018,105.63593292236328,18:22:33.578786,96.96832275390625,18:22:33.473063
17,3019,97.94742584228516,18:22:33.708163,89.26265716552734,18:22:33.610126
18,3020,101.66185760498047,18:22:33.847516,91.66825866699219,18:22:33.745773
19,3021,102.18605041503906,18:22:34.000562,93.3572769165039,18:22:33.898285
20,3022,95.43238067626953,18:22:34.130363,86.93062591552734,18:22:34.034850
21,3023,105.56937408447266,18:22:34.276002,97.2291488647461,18:22:34.170347
22,3024,95.3193588256836,18:22:34.407672,86.78950500488281,18:22:34.312278
23,3025,112.51372528076172,18:22:34.567444,101.6390380859375,18:22:34.454853
24,3026,100.98499298095703,18:22:34.714094,92.36528015136719,18:22:34.613024
25,3027,98.8460464477539,18:22:34.852730,90.2553939819336,18:22:34.753808
26,3028,105.69391632080078,18:22:34.995591,97.39801788330078,18:22:34.889822
27,3029,97.2179183959961,18:22:35.119469,88.61360168457031,18:22:35.022167
28,3030,106.17747497558594,18:22:35.266225,95.72723388671875,18:22:35.159970
29,3031,97.51744079589844,18:22:35.392562,88.93734741210938,18:22:35.294971
30,3032,102.28121948242188,18:22:35.553939,91.5683822631836,18:22:35.451573
31,3033,107.9480972290039,18:22:35.705309,99.0889892578125,18:22:35.597274
32,3034,99.25676727294922,18:22:35.838536,90.51900482177734,18:22:35.739193
33,3035,104.32147216796875,18:22:35.979126,95.7972183227539,18:22:35.874730
34,3036,98.42713928222656,18:22:36.103429,89.8986587524414,18:22:36.004916
35,3037,100.13350677490234,18:22:36.240911,91.26214599609375,18:22:36.140706
36,3038,101.81260681152344,18:22:36.385764,93.15811157226562,18:22:36.283864
37,3039,101.25142669677734,18:22:36.515486,90.3189468383789,18:22:36.414137
38,3040,103.58668518066406,18:22:36.652508,93.91522979736328,18:22:36.548827
39,3041,100.36844635009766,18:22:36.783453,91.61743927001953,18:22:36.683010
40,3042,108.57353973388672,18:22:36.923473,100.2663345336914,18:22:36.814824
41,3043,98.52937316894531,18:22:37.045964,89.94707489013672,18:22:36.947359
42,3044,107.43881225585938,18:22:37.191679,97.11302185058594,18:22:37.084151
43,3045,94.14857482910156,18:22:37.307410,85.93244934082031,18:22:37.213192
44,3046,97.43424224853516,18:22:37.452039,87.75421142578125,18:22:37.354523
45,3047,100.8189468383789,18:22:37.599045,92.51779174804688,18:22:37.498141
46,3048,93.87792205810547,18:22:37.726128,85.63299560546875,18:22:37.632172
47,3049,104.70259094238281,18:22:37.874975,96.40313720703125,18:22:37.770198
48,3050,94.15203094482422,18:22:38.000283,85.6009292602539,18:22:37.906056
49,3051,105.4207992553711,18:22:38.151197,95.27938842773438,18:22:38.045683
50,3052,97.87315368652344,18:22:38.279919,89.40255737304688,18:22:38.181975
51,3053,100.67900848388672,18:22:38.421662,91.77164459228516,18:22:38.320910
52,3054,108.62662506103516,18:22:38.568415,99.9128646850586,18:22:38.459705
53,3055,100.10633850097656,18:22:38.691894,91.29869079589844,18:22:38.591702
54,3056,104.95747375488281,18:22:38.828258,96.29158020019531,18:22:38.723215
55,3057,98.23200225830078,18:22:38.954593,89.71043395996094,18:22:38.856288
56,3058,102.061279296875,18:22:39.088378,93.64102172851562,18:22:38.986239
57,3059,96.44041442871094,18:22:39.214004,87.9299545288086,18:22:39.117491
58,3060,107.85942077636719,18:22:39.363646,98.11638641357422,18:22:39.255701
59,3061,95.24700927734375,18:22:39.492918,86.7570571899414,18:22:39.397598
60,3062,103.35980987548828,18:22:39.632251,92.71231842041016,18:22:39.528811
61,3063,105.61164855957031,18:22:39.771630,96.94367980957031,18:22:39.665935
62,3064,98.1253433227539,18:22:39.900343,87.3524169921875,18:22:39.802132
63,3065,100.23216247558594,18:22:40.036341,91.8796157836914,18:22:39.936026
64,3066,95.8004150390625,18:22:40.167244,87.3127670288086,18:22:40.071366
65,3067,103.6461410522461,18:22:40.308243,95.39254760742188,18:22:40.204521
66,3068,95.49430084228516,18:22:40.447018,87.24652862548828,18:22:40.351450
67,3069,106.60345458984375,18:22:40.613708,97.99104309082031,18:22:40.507031
68,3070,101.35858917236328,18:22:40.758818,92.67142486572266,18:22:40.657375
69,3071,94.81375885009766,18:22:40.904293,86.2451171875,18:22:40.809397
70,3072,107.2462387084961,18:22:41.048798,98.72898864746094,18:22:40.941465
71,3073,97.0907211303711,18:22:41.172991,88.74323272705078,18:22:41.075830
72,3074,108.91731262207031,18:22:41.319036,98.43609619140625,18:22:41.210041
73,3075,97.2452163696289,18:22:41.448266,88.71647644042969,18:22:41.350946
74,3076,101.79833221435547,18:22:41.583607,93.18694305419922,18:22:41.481738
75,3077,105.72476959228516,18:22:41.717799,96.91859436035156,18:22:41.611988
76,3078,100.09849548339844,18:22:41.844734,88.89401245117188,18:22:41.744535
77,3079,101.28572845458984,18:22:41.979296,92.67932891845703,18:22:41.877930
78,3080,95.03321838378906,18:22:42.107489,86.75532531738281,18:22:42.012362
79,3081,103.48860931396484,18:22:42.254483,95.21151733398438,18:22:42.150907
80,3082,97.68780517578125,18:22:42.385878,89.1418228149414,18:22:42.288116
81,3083,101.6418228149414,18:22:42.545655,92.46534729003906,18:22:42.443923
82,3084,100.04627227783203,18:22:42.687245,91.2125473022461,18:22:42.587109
83,3085,96.96192169189453,18:22:42.818116,88.34432220458984,18:22:42.721076
84,3086,101.95279693603516,18:22:42.958196,93.591552734375,18:22:42.856164
85,3087,98.65158081054688,18:22:43.091872,90.12582397460938,18:22:42.993147
86,3088,108.34345245361328,18:22:43.237847,99.46672058105469,18:22:43.129429
87,3089,95.5980453491211,18:22:43.360285,87.07782745361328,18:22:43.264613
88,3090,100.2448959350586,18:22:43.503125,90.26761627197266,18:22:43.402789
